log_params,gpu_count,tdp_w,batch_size,log_flops,log_tokens,precision,task,train_type,energy_kwh,log_energy_kwh,source,original_file,row_id
,72.0,1000.0,,,,unknown,training_benchmark,benchmark_training,1.6968,0.22963065550850545,mlperf,data/mlperf_power_clean.csv,60
,72.0,1000.0,,,,unknown,training_benchmark,benchmark_training,4.524,0.6555225962534177,mlperf,data/mlperf_power_clean.csv,61
,8.0,1000.0,,,,unknown,training_benchmark,benchmark_training,0.6633333333333333,-0.17826817830995578,mlperf,data/mlperf_power_clean.csv,62
,8.0,1000.0,,,,unknown,training_benchmark,benchmark_training,0.2988,-0.5246194068566388,mlperf,data/mlperf_power_clean.csv,63
,8.0,1000.0,,,,unknown,training_benchmark,benchmark_training,1.1982666666666666,0.07855347829894045,mlperf,data/mlperf_power_clean.csv,64
,8.0,1000.0,,,,unknown,training_benchmark,benchmark_training,2.9778666666666664,0.4739052484103602,mlperf,data/mlperf_power_clean.csv,65
,16.0,1000.0,,,,unknown,training_benchmark,benchmark_training,42.8552,1.6320035262426176,mlperf,data/mlperf_power_clean.csv,66
,256.0,1000.0,,,,unknown,training_benchmark,benchmark_training,3.5712,0.552814172921466,mlperf,data/mlperf_power_clean.csv,67
,512.0,1000.0,,,,unknown,training_benchmark,benchmark_training,11.844266666666666,1.0735081767110233,mlperf,data/mlperf_power_clean.csv,68
,512.0,1000.0,,,,unknown,training_benchmark,benchmark_training,3.9765333333333337,0.5995046272821873,mlperf,data/mlperf_power_clean.csv,69
,8.0,700.0,,,,unknown,training_benchmark,benchmark_training,0.3695066666666667,-0.4323777216252385,mlperf,data/mlperf_power_clean.csv,70
,8.0,1000.0,,,,unknown,training_benchmark,benchmark_training,0.8373333333333334,-0.07710161965450389,mlperf,data/mlperf_power_clean.csv,72
,8.0,1000.0,,,,unknown,training_benchmark,benchmark_training,0.3089333333333333,-0.5101352296017245,mlperf,data/mlperf_power_clean.csv,76
,72.0,1200.0,,,,unknown,training_benchmark,benchmark_training,1.81728,0.2594218470033652,mlperf,data/mlperf_power_clean.csv,77
,8.0,1000.0,,,,unknown,training_benchmark,benchmark_training,0.7876000000000001,-0.10369429253391936,mlperf,data/mlperf_power_clean.csv,78
,8.0,1000.0,,,,unknown,training_benchmark,benchmark_training,0.4410666666666666,-0.355495762511191,mlperf,data/mlperf_power_clean.csv,81
,128.0,1000.0,,,,unknown,training_benchmark,benchmark_training,3.978666666666667,0.5997375554089311,mlperf,data/mlperf_power_clean.csv,82
,16.0,1000.0,,,,unknown,training_benchmark,benchmark_training,1.6789333333333334,0.2250334516232893,mlperf,data/mlperf_power_clean.csv,83
,256.0,1000.0,,,,unknown,training_benchmark,benchmark_training,42.76906666666666,1.6311297729142995,mlperf,data/mlperf_power_clean.csv,84
,32.0,1000.0,,,,unknown,training_benchmark,benchmark_training,1.909333333333333,0.28088175458013664,mlperf,data/mlperf_power_clean.csv,85
,448.0,1000.0,,,,unknown,training_benchmark,benchmark_training,1098.7573333333337,3.040901786662554,mlperf,data/mlperf_power_clean.csv,86
,64.0,1000.0,,,,unknown,training_benchmark,benchmark_training,2.2250666666666663,0.34734302769075553,mlperf,data/mlperf_power_clean.csv,87
,72.0,1000.0,,,,unknown,training_benchmark,benchmark_training,65.448,1.815896379653236,mlperf,data/mlperf_power_clean.csv,88
,72.0,1000.0,,,,unknown,training_benchmark,benchmark_training,1.6776,0.22468841745728743,mlperf,data/mlperf_power_clean.csv,89
,576.0,1000.0,,,,unknown,training_benchmark,benchmark_training,4.128,0.615739688619155,mlperf,data/mlperf_power_clean.csv,90
,0.0,,,,,fp32,unknown,unknown,5.895832994522815e-06,-5.229454826808506,codecarbon,data/codecarbon_clean.csv,91
7.799340556347145,1.0,300.0,,17.276461804173245,,unknown,fill-mask,fine-tune,0.03,-1.5228787452803376,huggingface,data/dataset_clean.csv,92
7.913813857679991,1.0,400.0,,17.390935107103378,,unknown,text-to-speech,unknown,0.04,-1.3979400086720375,huggingface,data/dataset_clean.csv,93
7.799340556347145,1.0,300.0,,17.276461804173245,,unknown,fill-mask,fine-tune,0.03,-1.5228787452803376,huggingface,data/dataset_clean.csv,94
11.243038048688776,1.0,400.0,,20.72015930340596,,unknown,text-generation,fine-tune,70.0,1.845098040014257,huggingface,data/dataset_clean.csv,95
9.903089987046231,1.0,700.0,,21.380211241711606,,unknown,text-generation,pre-train,44.8,1.651278013998144,huggingface,data/dataset_clean.csv,96
9.000000000434294,1.0,700.0,,20.477121254719663,,unknown,text-generation,pre-train,5.6,0.7481880270062004,huggingface,data/dataset_clean.csv,97
10.301029995685695,1.0,700.0,,19.778151250383644,,unknown,text-generation,fine-tune,14.0,1.146128035678238,huggingface,data/dataset_clean.csv,98
9.8450980400763,1.0,72.0,,21.32221929473392,,unknown,feature-extraction,pre-train,4.032,0.6055205234374689,huggingface,data/dataset_clean.csv,99
10.53147891705503,1.0,700.0,,20.00860017176192,,unknown,text-generation,fine-tune,23.8,1.376576957056512,huggingface,data/dataset_clean.csv,100
10.176091259084634,1.0,70.0,,19.653212513775344,,unknown,fill-mask,unknown,1.05,0.021189299069938092,huggingface,data/dataset_clean.csv,101
11.079181246051244,1.0,700.0,,20.556302500767288,,unknown,text-generation,fine-tune,84.0,1.9242792860618816,huggingface,data/dataset_clean.csv,102
8.093421688664609,1.0,300.0,,19.570542939881896,,unknown,text-generation,pre-train,0.2976,-0.5263670731261589,huggingface,data/dataset_clean.csv,103
8.173186271327003,1.0,700.0,,17.650307523131936,,unknown,fill-mask,fine-tune,0.1042999999999999,-0.9817156915734695,huggingface,data/dataset_clean.csv,104
9.95424250948758,1.0,400.0,,21.431363764158988,,unknown,feature-extraction,pre-train,28.8,1.4593924877592308,huggingface,data/dataset_clean.csv,105
9.778151250456027,1.0,70.0,,19.255272505103303,,unknown,image-text-to-text,unknown,0.42,-0.37675070960209955,huggingface,data/dataset_clean.csv,106
9.000000000434294,1.0,700.0,,20.477121254719663,,unknown,text-generation,pre-train,5.6,0.7481880270062004,huggingface,data/dataset_clean.csv,107
9.8450980400763,1.0,400.0,,21.32221929473392,,unknown,image-text-to-text,pre-train,22.4,1.3502480183341627,huggingface,data/dataset_clean.csv,108
11.79726754083141,1.0,400.0,,21.27438879555038,,unknown,text-generation,fine-tune,200.0,2.3010299956639813,huggingface,data/dataset_clean.csv,109
9.903089987046231,1.0,700.0,,21.380211241711606,,unknown,image-text-to-text,pre-train,44.8,1.651278013998144,huggingface,data/dataset_clean.csv,110
10.491361693848281,1.0,700.0,,19.96848294855393,,unknown,text-generation,unknown,21.7,1.3364597338485296,huggingface,data/dataset_clean.csv,111
10.146128035709259,1.0,70.0,,21.6232492903979,,unknown,text-generation,pre-train,7.840000000000001,0.8943160626844385,huggingface,data/dataset_clean.csv,112
10.672097857944959,1.0,700.0,,22.14921911265538,,unknown,feature-extraction,pre-train,263.2,2.4202858849419178,huggingface,data/dataset_clean.csv,113
9.903089987046231,1.0,70.0,,21.380211241711606,,unknown,text-generation,pre-train,4.48,0.651278013998144,huggingface,data/dataset_clean.csv,114
10.431363764175073,1.0,70.0,,21.90848501887865,,unknown,image-text-to-text,pre-train,15.12,1.1795517911651876,huggingface,data/dataset_clean.csv,115
9.698970004422877,1.0,400.0,,19.17609125905568,,unknown,text-to-image,fine-tune,2.0,0.3010299956639812,huggingface,data/dataset_clean.csv,116
11.505149978321263,1.0,70.0,,22.98227123303957,,unknown,sentence-similarity,pre-train,35.0,1.5440680443502757,huggingface,data/dataset_clean.csv,117
11.878521795501781,1.0,72.0,,23.35564305022087,,unknown,text-to-speech,pre-train,36.0,1.5563025007672873,huggingface,data/dataset_clean.csv,118
10.176091259084634,1.0,70.0,,19.653212513775344,,unknown,fill-mask,unknown,1.05,0.021189299069938092,huggingface,data/dataset_clean.csv,119
9.778151250456027,1.0,70.0,,21.255272505103303,,unknown,image-text-to-text,pre-train,3.3600000000000003,0.5263392773898441,huggingface,data/dataset_clean.csv,120
9.000000000434294,1.0,400.0,,20.477121254719663,,unknown,keypoint-detection,pre-train,3.2,0.505149978319906,huggingface,data/dataset_clean.csv,121
10.477121254734138,1.0,70.0,,19.954242509439325,,unknown,any-to-any,fine-tune,2.1,0.3222192947339193,huggingface,data/dataset_clean.csv,122
9.23044892163374,1.0,700.0,,20.70757017609793,,unknown,text-generation,pre-train,9.52,0.9786369483844743,huggingface,data/dataset_clean.csv,123
10.8573324964373,1.0,400.0,,22.33445375115093,,unknown,image-text-to-text,pre-train,200.0,2.3010299956639813,huggingface,data/dataset_clean.csv,124
9.000000000434294,1.0,700.0,,20.477121254719663,,unknown,text-generation,pre-train,5.6,0.7481880270062004,huggingface,data/dataset_clean.csv,125
11.079181246051244,1.0,700.0,,20.556302500767288,,unknown,text-generation,fine-tune,84.0,1.9242792860618816,huggingface,data/dataset_clean.csv,126
11.086359830678308,1.0,400.0,,20.56348108539441,,unknown,audio-to-audio,fine-tune,48.8,1.6884198220027107,huggingface,data/dataset_clean.csv,127
10.477121254734138,1.0,400.0,,19.954242509439325,,unknown,text-generation,fine-tune,12.0,1.0791812460476249,huggingface,data/dataset_clean.csv,128
9.176091259345212,1.0,72.0,,20.653212513775344,,unknown,text-to-audio,pre-train,0.8639999999999999,-0.06348625752110677,huggingface,data/dataset_clean.csv,129
9.23044892163374,1.0,700.0,,20.70757017609793,,unknown,text-generation,pre-train,9.52,0.9786369483844743,huggingface,data/dataset_clean.csv,130
9.903089987046231,1.0,700.0,,21.380211241711606,,unknown,text-generation,pre-train,44.8,1.651278013998144,huggingface,data/dataset_clean.csv,131
10.819543935548449,1.0,300.0,,20.29666519026153,,unknown,token-classification,fine-tune,19.8,1.2966651902615312,huggingface,data/dataset_clean.csv,132
9.903089987046231,1.0,700.0,,21.380211241711606,,unknown,text-generation,pre-train,44.8,1.651278013998144,huggingface,data/dataset_clean.csv,133
9.000000000434294,1.0,700.0,,20.477121254719663,,unknown,text-generation,pre-train,5.6,0.7481880270062004,huggingface,data/dataset_clean.csv,134
10.176091259084634,1.0,70.0,,19.653212513775344,,unknown,fill-mask,unknown,1.05,0.021189299069938092,huggingface,data/dataset_clean.csv,135
9.579783596731097,1.0,400.0,,21.05690485133648,,unknown,text-generation,pre-train,12.16,1.0849335749367162,huggingface,data/dataset_clean.csv,136
9.23044892163374,1.0,70.0,,20.70757017609793,,unknown,text-generation,pre-train,0.952,-0.021363051615525673,huggingface,data/dataset_clean.csv,137
9.301029995881128,1.0,70.0,,18.778151250383644,,unknown,unknown,unknown,0.14,-0.8538719643217619,huggingface,data/dataset_clean.csv,138
9.903089987046231,1.0,700.0,,21.380211241711606,,unknown,image-text-to-text,pre-train,44.8,1.651278013998144,huggingface,data/dataset_clean.csv,139
10.431363764175073,1.0,72.0,,19.90848501887865,,unknown,image-text-to-text,fine-tune,1.944,0.28869626059025577,huggingface,data/dataset_clean.csv,140
9.8450980400763,1.0,72.0,,21.32221929473392,,unknown,text-ranking,pre-train,4.032,0.6055205234374689,huggingface,data/dataset_clean.csv,141
11.826722520169639,1.0,70.0,,21.30384377488865,,unknown,text-generation,unknown,35.0,1.5440680443502757,huggingface,data/dataset_clean.csv,142
9.000000000434294,1.0,700.0,,18.477121254719663,,unknown,audio-text-to-text,fine-tune,0.7,-0.1549019599857432,huggingface,data/dataset_clean.csv,143
11.48144262850374,1.0,70.0,,22.958563883221967,,unknown,sentence-similarity,pre-train,35.0,1.5440680443502757,huggingface,data/dataset_clean.csv,144
10.544068044362684,1.0,72.0,,20.02118929906994,,unknown,image-text-to-text,fine-tune,2.52,0.4014005407815441,huggingface,data/dataset_clean.csv,145
9.000000000434294,1.0,700.0,,20.477121254719663,,unknown,text-generation,pre-train,5.6,0.7481880270062004,huggingface,data/dataset_clean.csv,146
9.602059991436535,1.0,400.0,,19.079181246047625,,unknown,image-to-3d,fine-tune,1.6,0.2041199826559248,huggingface,data/dataset_clean.csv,147
9.041392685553038,1.0,400.0,,18.518513939877888,,unknown,text-generation,fine-tune,0.44,-0.3565473235138126,huggingface,data/dataset_clean.csv,148
9.579783596731097,1.0,400.0,,21.05690485133648,,unknown,text-generation,pre-train,12.16,1.0849335749367162,huggingface,data/dataset_clean.csv,149
9.20411998292736,1.0,72.0,,20.681241237375588,,unknown,sentence-similarity,pre-train,0.9216,-0.035457533920863184,huggingface,data/dataset_clean.csv,150
10.505149978333478,1.0,70.0,,19.98227123303957,,unknown,text-generation,fine-tune,2.24,0.35024801833416286,huggingface,data/dataset_clean.csv,151
10.518513939891047,1.0,70.0,,21.99563519459755,,unknown,text-generation,pre-train,18.48,1.266701966884088,huggingface,data/dataset_clean.csv,152
9.000000000434294,1.0,400.0,,18.477121254719663,,unknown,any-to-any,fine-tune,0.4,-0.3979400086720376,huggingface,data/dataset_clean.csv,153
10.146128035709259,1.0,700.0,,19.6232492903979,,unknown,text-generation,unknown,9.8,0.9912260756924949,huggingface,data/dataset_clean.csv,154
10.60205999133882,1.0,400.0,,20.079181246047625,,unknown,text-generation,unknown,16.0,1.2041199826559248,huggingface,data/dataset_clean.csv,155
11.079181246051244,1.0,400.0,,20.556302500767288,,unknown,text-generation,fine-tune,48.0,1.6812412373755872,huggingface,data/dataset_clean.csv,156
11.243038048688776,1.0,400.0,,20.72015930340596,,unknown,text-generation,fine-tune,70.0,1.845098040014257,huggingface,data/dataset_clean.csv,157
9.8450980400763,1.0,400.0,,19.32221929473392,,unknown,text-generation,fine-tune,2.8000000000000003,0.44715803134221926,huggingface,data/dataset_clean.csv,158
9.579783596731097,1.0,400.0,,21.05690485133648,,unknown,text-generation,pre-train,12.16,1.0849335749367162,huggingface,data/dataset_clean.csv,159
10.845098040020462,1.0,700.0,,22.32221929473392,,unknown,text-generation,pre-train,350.0,2.5440680443502757,huggingface,data/dataset_clean.csv,160
9.301029995881128,1.0,400.0,,18.778151250383644,,unknown,zero-shot-image-classification,unknown,0.8,-0.09691001300805639,huggingface,data/dataset_clean.csv,161
10.544068044362684,1.0,70.0,,20.02118929906994,,unknown,image-text-to-text,unknown,2.45,0.3891660843645325,huggingface,data/dataset_clean.csv,162
9.000000000434294,1.0,72.0,,18.477121254719663,,unknown,text-generation,unknown,0.072,-1.1426675035687315,huggingface,data/dataset_clean.csv,163
9.95424250948758,1.0,400.0,,19.431363764158988,,unknown,text-generation,fine-tune,3.6,0.5563025007672873,huggingface,data/dataset_clean.csv,164
10.176091259084634,1.0,70.0,,19.653212513775344,,unknown,fill-mask,unknown,1.05,0.021189299069938092,huggingface,data/dataset_clean.csv,165
8.698970005204608,1.0,70.0,,18.17609125905568,,unknown,text-classification,fine-tune,0.035,-1.4559319556497243,huggingface,data/dataset_clean.csv,166
10.845098040020462,1.0,700.0,,22.32221929473392,,unknown,text-generation,pre-train,350.0,2.5440680443502757,huggingface,data/dataset_clean.csv,167
10.477121254734138,1.0,400.0,,19.954242509439325,,unknown,text-generation,fine-tune,12.0,1.0791812460476249,huggingface,data/dataset_clean.csv,168
9.000000000434294,1.0,400.0,,18.477121254719663,,unknown,image-feature-extraction,fine-tune,0.4,-0.3979400086720376,huggingface,data/dataset_clean.csv,169
9.903089987046231,1.0,70.0,,21.380211241711606,,unknown,image-text-to-text,pre-train,4.48,0.651278013998144,huggingface,data/dataset_clean.csv,170
10.113943352340245,1.0,400.0,,19.5910646070265,,unknown,text-generation,fine-tune,5.2,0.7160033436347992,huggingface,data/dataset_clean.csv,171
9.477121254864427,1.0,400.0,,18.954242509439325,,unknown,text-generation,unknown,1.2000000000000002,0.07918124604762489,huggingface,data/dataset_clean.csv,172
9.477121254864427,1.0,72.0,,18.954242509439325,,unknown,unknown,unknown,0.2159999999999999,-0.6655462488490693,huggingface,data/dataset_clean.csv,173
10.505149978333478,1.0,70.0,,21.98227123303957,,unknown,text-generation,pre-train,17.92,1.2533380053261065,huggingface,data/dataset_clean.csv,174
10.477121254734138,1.0,70.0,,19.954242509439325,,unknown,unknown,fine-tune,2.1,0.3222192947339193,huggingface,data/dataset_clean.csv,175
9.431363764319837,1.0,70.0,,18.90848501887865,,unknown,image-text-to-text,fine-tune,0.189,-0.7235381958267558,huggingface,data/dataset_clean.csv,176
10.23044892140382,1.0,700.0,,21.70757017609793,,unknown,image-feature-extraction,pre-train,95.2,1.9786369483844743,huggingface,data/dataset_clean.csv,177
9.477121254864427,1.0,400.0,,20.954242509439325,,unknown,image-text-to-text,pre-train,9.6,0.9822712330395684,huggingface,data/dataset_clean.csv,178
9.903089987046231,1.0,450.0,,19.380211241711606,,unknown,text-generation,unknown,3.6,0.5563025007672873,huggingface,data/dataset_clean.csv,179
7.913813857679991,1.0,72.0,,19.390935107103378,,unknown,text-to-speech,pre-train,0.0472319999999999,-1.3257636641930721,huggingface,data/dataset_clean.csv,180
10.079181246083817,1.0,400.0,,21.556302500767288,,unknown,text-generation,pre-train,38.400000000000006,1.584331224367531,huggingface,data/dataset_clean.csv,181
9.602059991436535,1.0,70.0,,19.079181246047625,,unknown,unknown,unknown,0.28,-0.5528419686577808,huggingface,data/dataset_clean.csv,182
10.477121254734138,1.0,400.0,,19.954242509439325,,unknown,text-generation,fine-tune,12.0,1.0791812460476249,huggingface,data/dataset_clean.csv,183
9.000000000434294,1.0,700.0,,18.477121254719663,,unknown,automatic-speech-recognition,fine-tune,0.7,-0.1549019599857432,huggingface,data/dataset_clean.csv,184
9.8450980400763,1.0,72.0,,21.32221929473392,,unknown,text-ranking,pre-train,4.032,0.6055205234374689,huggingface,data/dataset_clean.csv,185
9.477121254864427,1.0,700.0,,20.954242509439325,,unknown,text-generation,pre-train,16.799999999999997,1.2253092817258628,huggingface,data/dataset_clean.csv,186
10.23044892140382,1.0,700.0,,21.70757017609793,,unknown,image-feature-extraction,pre-train,95.2,1.9786369483844743,huggingface,data/dataset_clean.csv,187
10.505149978333478,1.0,70.0,,21.98227123303957,,unknown,text-generation,pre-train,17.92,1.2533380053261065,huggingface,data/dataset_clean.csv,188
10.00000000004343,1.0,400.0,,21.477121254719663,,unknown,image-text-to-text,pre-train,32.0,1.505149978319906,huggingface,data/dataset_clean.csv,189
11.079181246051244,1.0,400.0,,20.556302500767288,,unknown,text-generation,fine-tune,48.0,1.6812412373755872,huggingface,data/dataset_clean.csv,190
10.8573324964373,1.0,70.0,,22.33445375115093,,unknown,image-text-to-text,pre-train,35.0,1.5440680443502757,huggingface,data/dataset_clean.csv,191
9.8450980400763,1.0,400.0,,19.32221929473392,,unknown,automatic-speech-recognition,fine-tune,2.8000000000000003,0.44715803134221926,huggingface,data/dataset_clean.csv,192
9.8450980400763,1.0,72.0,,19.32221929473392,,unknown,feature-extraction,fine-tune,0.504,-0.2975694635544747,huggingface,data/dataset_clean.csv,193
9.778151250456027,1.0,70.0,,21.255272505103303,,unknown,unknown,pre-train,3.3600000000000003,0.5263392773898441,huggingface,data/dataset_clean.csv,194
9.000000000434294,1.0,400.0,,18.477121254719663,,unknown,any-to-any,fine-tune,0.4,-0.3979400086720376,huggingface,data/dataset_clean.csv,195
9.301029995881128,1.0,700.0,,18.778151250383644,,unknown,automatic-speech-recognition,fine-tune,1.4,0.146128035678238,huggingface,data/dataset_clean.csv,196
10.176091259084634,1.0,70.0,,19.653212513775344,,unknown,fill-mask,unknown,1.05,0.021189299069938092,huggingface,data/dataset_clean.csv,197
9.041392685553038,1.0,300.0,,18.518513939877888,,unknown,feature-extraction,fine-tune,0.33,-0.4814860601221125,huggingface,data/dataset_clean.csv,198
11.086359830678308,1.0,70.0,,22.56348108539441,,unknown,unknown,pre-train,35.0,1.5440680443502757,huggingface,data/dataset_clean.csv,199
10.8573324964373,1.0,70.0,,22.33445375115093,,unknown,text-generation,pre-train,35.0,1.5440680443502757,huggingface,data/dataset_clean.csv,200
9.94448267219952,1.0,700.0,,19.42160392686983,,unknown,text-ranking,fine-tune,6.16,0.7895807121644255,huggingface,data/dataset_clean.csv,201
9.698970004422877,1.0,400.0,,19.17609125905568,,unknown,text-to-image,fine-tune,2.0,0.3010299956639812,huggingface,data/dataset_clean.csv,202
9.431363764319837,1.0,400.0,,18.90848501887865,,unknown,text-generation,fine-tune,1.08,0.03342375548694973,huggingface,data/dataset_clean.csv,203
11.544068044351517,1.0,400.0,,21.02118929906994,,unknown,text-generation,fine-tune,140.0,2.146128035678238,huggingface,data/dataset_clean.csv,204
11.086359830678308,1.0,400.0,,20.56348108539441,,unknown,audio-to-audio,fine-tune,48.8,1.6884198220027107,huggingface,data/dataset_clean.csv,205
9.903089987046231,1.0,700.0,,19.380211241711606,,unknown,text-generation,unknown,5.6,0.7481880270062004,huggingface,data/dataset_clean.csv,206
9.301029995881128,1.0,400.0,,18.778151250383644,,unknown,zero-shot-image-classification,unknown,0.8,-0.09691001300805639,huggingface,data/dataset_clean.csv,207
9.564666064370426,1.0,400.0,,19.04178731897176,,unknown,text-generation,fine-tune,1.468,0.1667260555800517,huggingface,data/dataset_clean.csv,208
11.411619705964913,1.0,700.0,,20.88874096068289,,unknown,image-text-to-text,fine-tune,180.6,2.256717745977487,huggingface,data/dataset_clean.csv,209
10.23044892140382,1.0,700.0,,21.70757017609793,,unknown,image-text-to-text,pre-train,95.2,1.9786369483844743,huggingface,data/dataset_clean.csv,210
11.037426497944608,1.0,70.0,,22.514547752660285,,unknown,sentence-similarity,pre-train,35.0,1.5440680443502757,huggingface,data/dataset_clean.csv,211
6.0000004342942646,1.0,400.0,,15.477121254719664,,unknown,time-series-forecasting,fine-tune,0.04,-1.3979400086720375,huggingface,data/dataset_clean.csv,212
9.301029995881128,1.0,72.0,,20.778151250383644,,unknown,fill-mask,pre-train,1.152,0.06145247908719321,huggingface,data/dataset_clean.csv,213
10.8573324964373,1.0,70.0,,20.33445375115093,,unknown,text-generation,fine-tune,5.040000000000001,0.7024305364455253,huggingface,data/dataset_clean.csv,214
11.107209969651262,1.0,700.0,,22.58433122436753,,unknown,unknown,pre-train,350.0,2.5440680443502757,huggingface,data/dataset_clean.csv,215
