public_id,model_name,model_family,task,train_type,organization,system_name,gpu_model,gpu_count,tdp_w,duration_minutes,duration_seconds,energy_kwh,co2_kg,source,label_quality
5.1-0017,SMCI350X (AS -8126GS-TNMR),mlperf_training_benchmark,training_benchmark,benchmark_training,AMD,SMCI350X (AS -8126GS-TNMR),AMD Instinct MI350X,8.0,,12.231,733.86,,,mlperf,estimated_from_mlperf_latency
5.1-0018,SMCI355X (AS -4126GS-NMR-LCC),mlperf_training_benchmark,training_benchmark,benchmark_training,AMD,SMCI355X (AS -4126GS-NMR-LCC),AMD Instinct MI355X,8.0,,10.185,611.1,,,mlperf,estimated_from_mlperf_latency
5.1-0021,ESC A8A-E12U,mlperf_training_benchmark,training_benchmark,benchmark_training,ASUSTeK,ESC A8A-E12U,AMD Instinct MI325X 256GB HBM3E,8.0,,21.498,1289.88,,,mlperf,estimated_from_mlperf_latency
5.1-0022,ESC_NB8_E11,mlperf_training_benchmark,training_benchmark,benchmark_training,ASUSTeK,ESC_NB8_E11,NVIDIA Blackwell GPU (B200-SXM-180GB),8.0,1000.0,2.629,157.74,0.3505333333333333,,mlperf,estimated_from_mlperf_latency
5.1-0023,Cisco UCS C885A-8xH200-SXM-141G,mlperf_training_benchmark,training_benchmark,benchmark_training,Cisco,Cisco UCS C885A-8xH200-SXM-141G,NVIDIA H200-SXM5-141GB,8.0,700.0,23.629,1417.74,2.2053733333333336,,mlperf,estimated_from_mlperf_latency
5.1-0024,Cisco UCS C885A-8xH200-SXM-141G,mlperf_training_benchmark,training_benchmark,benchmark_training,Cisco,Cisco UCS C885A-8xH200-SXM-141G,NVIDIA H200-SXM5-141GB,16.0,700.0,12.881,772.86,2.4044533333333336,,mlperf,estimated_from_mlperf_latency
5.1-0025,Cisco UCS C885A_M8-8xMI350X-OAM-288GB,mlperf_training_benchmark,training_benchmark,benchmark_training,Cisco,Cisco UCS C885A_M8-8xMI350X-OAM-288GB,AMD Instinct MI350X,8.0,,12.502,750.12,,,mlperf,estimated_from_mlperf_latency
5.1-0026,hpf_n16,mlperf_training_benchmark,training_benchmark,benchmark_training,Cisco,hpf_n16,NVIDIA H100-SXM5-80GB,128.0,700.0,2.945,176.7,4.397866666666666,,mlperf,estimated_from_mlperf_latency
5.1-0027,hpf_n8,mlperf_training_benchmark,training_benchmark,benchmark_training,Cisco,hpf_n8,NVIDIA H100-SXM5-80GB,64.0,700.0,1.559,93.53999999999999,1.1640533333333334,,mlperf,estimated_from_mlperf_latency
5.1-0028,Datacrunch-Instant-Cluster-8xB200,mlperf_training_benchmark,training_benchmark,benchmark_training,Verda,Datacrunch-Instant-Cluster-8xB200,NVIDIA Blackwell GPU (B200-SXM-180GB),64.0,1000.0,18.859,1131.5400000000002,20.116266666666668,,mlperf,estimated_from_mlperf_latency
5.1-0029,1xXE7745x8RTXPro6000-PCIe-96GB,mlperf_training_benchmark,training_benchmark,benchmark_training,Dell,1xXE7745x8RTXPro6000-PCIe-96GB,NVIDIA RTX Pro 6000 SE PCIe 96GB,8.0,,79.18,4750.8,,,mlperf,estimated_from_mlperf_latency
5.1-0030,1xXE9680Lx8B200-SXM-180GB,mlperf_training_benchmark,training_benchmark,benchmark_training,Dell,1xXE9680Lx8B200-SXM-180GB,NVIDIA Blackwell GPU (B200-SXM-180GB),8.0,1000.0,2.54,152.4,0.33866666666666667,,mlperf,estimated_from_mlperf_latency
5.1-0031,1xXE9680Lx8H200-SXM-141GB,mlperf_training_benchmark,training_benchmark,benchmark_training,Dell,1xXE9680Lx8H200-SXM-141GB,NVIDIA H200-SXM5-141GB,8.0,700.0,7.465,447.9,0.6967333333333333,,mlperf,estimated_from_mlperf_latency
5.1-0032,1xXE9680x8H200-SXM-141GB,mlperf_training_benchmark,training_benchmark,benchmark_training,Dell,1xXE9680x8H200-SXM-141GB,NVIDIA H200-SXM5-141GB,8.0,700.0,3.742,224.52,0.3492533333333333,,mlperf,estimated_from_mlperf_latency
5.1-0033,1xXE9685Lx8B200-SXM-180GB,mlperf_training_benchmark,training_benchmark,benchmark_training,Dell,1xXE9685Lx8B200-SXM-180GB,NVIDIA Blackwell GPU (B200-SXM-180GB),8.0,1000.0,2.579,154.74,0.3438666666666667,,mlperf,estimated_from_mlperf_latency
5.1-0034,1xXE9780x8B200-SXM-180GB,mlperf_training_benchmark,training_benchmark,benchmark_training,Dell,1xXE9780x8B200-SXM-180GB,NVIDIA Blackwell GPU (B200-SXM-180GB),8.0,1000.0,5.147,308.82,0.6862666666666667,,mlperf,estimated_from_mlperf_latency
5.1-0035,1xXE9780x8B300-SXM-270GB,mlperf_training_benchmark,training_benchmark,benchmark_training,Dell,1xXE9780x8B300-SXM-270GB,NVIDIA Blackwell Ultra GPU (B300-SXM-270GB),8.0,,2.703,162.17999999999998,,,mlperf,estimated_from_mlperf_latency
5.1-0036,1xXE9785Lx8MI355X,mlperf_training_benchmark,training_benchmark,benchmark_training,Dell,1xXE9785Lx8MI355X,AMD Instinct MI355X,8.0,,10.274,616.4399999999999,,,mlperf,estimated_from_mlperf_latency
5.1-0037,2xXE9680Lx8B200-SXM-180GB,mlperf_training_benchmark,training_benchmark,benchmark_training,Dell,2xXE9680Lx8B200-SXM-180GB,NVIDIA Blackwell GPU (B200-SXM-180GB),16.0,1000.0,2.386,143.16,0.6362666666666666,,mlperf,estimated_from_mlperf_latency
5.1-0038,2xXE9685Lx8B200-SXM-180GB,mlperf_training_benchmark,training_benchmark,benchmark_training,Dell,2xXE9685Lx8B200-SXM-180GB,NVIDIA Blackwell GPU (B200-SXM-180GB),16.0,1000.0,2.34,140.39999999999998,0.624,,mlperf,estimated_from_mlperf_latency
5.1-0039,G894-AD1,mlperf_training_benchmark,training_benchmark,benchmark_training,GigaComputing,G894-AD1,NVIDIA Blackwell GPU (B200-SXM-180GB),8.0,1000.0,5.031,301.85999999999996,0.6708,,mlperf,estimated_from_mlperf_latency
5.1-0040,G894-AD1,mlperf_training_benchmark,training_benchmark,benchmark_training,GigaComputing,G894-AD1,NVIDIA Blackwell GPU (B200-SXM-180GB),8.0,1000.0,2.312,138.72,0.30826666666666663,,mlperf,estimated_from_mlperf_latency
5.1-0041,G894-AD1,mlperf_training_benchmark,training_benchmark,benchmark_training,GigaComputing,G894-AD1,NVIDIA Blackwell GPU (B200-SXM-180GB),8.0,1000.0,9.751,585.06,1.3001333333333334,,mlperf,estimated_from_mlperf_latency
5.1-0042,GIGABYTE G893-ZX1-AAX4,mlperf_training_benchmark,training_benchmark,benchmark_training,GigaComputing,GIGABYTE G893-ZX1-AAX4,AMD Instinct MI355X,8.0,,10.416,624.96,,,mlperf,estimated_from_mlperf_latency
5.1-0043,HPE Cray XD670 (8x H200-SXM-141GB),mlperf_training_benchmark,training_benchmark,benchmark_training,HPE,HPE Cray XD670 (8x H200-SXM-141GB),NVIDIA H200-SXM5-141GB,64.0,700.0,37.753,2265.18,28.188906666666664,,mlperf,estimated_from_mlperf_latency
5.1-0044,Dell PowerEdge XE9680 (8x MI300X-192GB),mlperf_training_benchmark,training_benchmark,benchmark_training,Krai,Dell PowerEdge XE9680 (8x MI300X-192GB),AMD Instinct MI300X 192GB HBM3,8.0,,29.223,1753.3799999999999,,,mlperf,estimated_from_mlperf_latency
5.1-0045,Dell PowerEdge XE9680 (8x MI300X-192GB),mlperf_training_benchmark,training_benchmark,benchmark_training,Krai,Dell PowerEdge XE9680 (8x MI300X-192GB),AMD Instinct MI300X 192GB HBM3,8.0,,28.648,1718.8799999999999,,,mlperf,estimated_from_mlperf_latency
5.1-0046,HPE Cray XD670 n2 (16x H200-SXM-141GB),mlperf_training_benchmark,training_benchmark,benchmark_training,Krai,HPE Cray XD670 n2 (16x H200-SXM-141GB),NVIDIA H200-SXM5-141GB,16.0,700.0,12.454,747.24,2.324746666666667,,mlperf,estimated_from_mlperf_latency
5.1-0047,HPE Cray XD670 n4 (32x H200-SXM-141GB),mlperf_training_benchmark,training_benchmark,benchmark_training,Krai,HPE Cray XD670 n4 (32x H200-SXM-141GB),NVIDIA H200-SXM5-141GB,32.0,700.0,6.827,409.62,2.5487466666666667,,mlperf,estimated_from_mlperf_latency
5.1-0048,HPE Cray XD670 n8 (64x H200-SXM-141GB),mlperf_training_benchmark,training_benchmark,benchmark_training,Krai,HPE Cray XD670 n8 (64x H200-SXM-141GB),NVIDIA H200-SXM5-141GB,64.0,700.0,4.41,264.6,3.2927999999999997,,mlperf,estimated_from_mlperf_latency
5.1-0049,ThinkSystem SR680a V3 with 8x B200-SXM-180GB,mlperf_training_benchmark,training_benchmark,benchmark_training,Lenovo,ThinkSystem SR680a V3 with 8x B200-SXM-180GB,NVIDIA Blackwell GPU (B200-SXM-180GB),8.0,1000.0,2.358,141.48000000000002,0.3144,,mlperf,estimated_from_mlperf_latency
5.1-0050,ThinkSystem SR680a V4 with 8x B300-SXM,mlperf_training_benchmark,training_benchmark,benchmark_training,Lenovo,ThinkSystem SR680a V4 with 8x B300-SXM,NVIDIA Blackwell Ultra GPU (B300-SXM-270GB),8.0,,9.5,570.0,,,mlperf,estimated_from_mlperf_latency
5.1-0051,ThinkSystem SR780a V3 with 8x B200-SXM-180GB,mlperf_training_benchmark,training_benchmark,benchmark_training,Lenovo,ThinkSystem SR780a V3 with 8x B200-SXM-180GB,NVIDIA Blackwell GPU (B200-SXM-180GB),8.0,1000.0,2.32,139.2,0.3093333333333333,,mlperf,estimated_from_mlperf_latency
5.1-0052,MangoBoost MI300X (8x MI300X-192GB-HBM3 LLMBoost SW and GPUBoost HW),mlperf_training_benchmark,training_benchmark,benchmark_training,MangoBoost,MangoBoost MI300X (8x MI300X-192GB-HBM3 LLMBoost SW and GPUBoost HW),AMD Instinct MI300X 192GB HBM3,8.0,,28.374,1702.4399999999998,,,mlperf,estimated_from_mlperf_latency
5.1-0053,MangoBoost MI300X (16x MI300X-192GB-HBM3 LLMBoost SW and GPUBoost HW),mlperf_training_benchmark,training_benchmark,benchmark_training,MangoBoost,MangoBoost MI300X (16x MI300X-192GB-HBM3 LLMBoost SW and GPUBoost HW),AMD Instinct MI300X 192GB HBM3,16.0,,15.725,943.5,,,mlperf,estimated_from_mlperf_latency
5.1-0054,MangoBoost MI325X (8x MI325X-256GB-HBM3E LLMBoost SW and GPUBoost HW),mlperf_training_benchmark,training_benchmark,benchmark_training,MangoBoost,MangoBoost MI325X (8x MI325X-256GB-HBM3E LLMBoost SW and GPUBoost HW),AMD Instinct MI325X 256GB HBM3E,8.0,,20.738,1244.28,,,mlperf,estimated_from_mlperf_latency
5.1-0055,MangoBoost MI325X (8x MI325X-256GB-HBM3E LLMBoost SW and GPUBoost HW),mlperf_training_benchmark,training_benchmark,benchmark_training,MangoBoost,MangoBoost MI325X (8x MI325X-256GB-HBM3E LLMBoost SW and GPUBoost HW),AMD Instinct MI325X 256GB HBM3E,16.0,,12.849,770.94,,,mlperf,estimated_from_mlperf_latency
5.1-0056,G8825Z5,mlperf_training_benchmark,training_benchmark,benchmark_training,MiTAC,G8825Z5,AMD Instinct MI325X 256GB HBM3E,8.0,,21.023,1261.3799999999999,,,mlperf,estimated_from_mlperf_latency
5.1-0057,Theia (1x NVIDIA GB300 NVL72),mlperf_training_benchmark,training_benchmark,benchmark_training,NVIDIA,Theia (1x NVIDIA GB300 NVL72),NVIDIA Blackwell Ultra GPU (GB300),72.0,1200.0,1.223,73.38000000000001,1.7611199999999998,,mlperf,estimated_from_mlperf_latency
5.1-0058,Theia (1x NVIDIA GB300 NVL72),mlperf_training_benchmark,training_benchmark,benchmark_training,NVIDIA,Theia (1x NVIDIA GB300 NVL72),NVIDIA Blackwell Ultra GPU (GB300),8.0,1200.0,5.971,358.26,0.95536,,mlperf,estimated_from_mlperf_latency
5.1-0059,Theia (1x NVIDIA GB300 NVL72),mlperf_training_benchmark,training_benchmark,benchmark_training,NVIDIA,Theia (1x NVIDIA GB300 NVL72),NVIDIA Blackwell Ultra GPU (GB300),16.0,1200.0,146.26,8775.599999999999,46.8032,,mlperf,estimated_from_mlperf_latency
5.1-0060,Theia (8x NVIDIA GB300 NVL72),mlperf_training_benchmark,training_benchmark,benchmark_training,NVIDIA,Theia (8x NVIDIA GB300 NVL72),NVIDIA Blackwell Ultra GPU (GB300),512.0,1200.0,0.403,24.18,4.126720000000001,,mlperf,estimated_from_mlperf_latency
5.1-0061,Tyche (1x NVIDIA GB200 NVL72),mlperf_training_benchmark,training_benchmark,benchmark_training,NVIDIA,Tyche (1x NVIDIA GB200 NVL72),NVIDIA Blackwell GPU (GB200),64.0,1000.0,0.77,46.2,0.8213333333333334,,mlperf,estimated_from_mlperf_latency
5.1-0062,Tyche (1x NVIDIA GB200 NVL72),mlperf_training_benchmark,training_benchmark,benchmark_training,NVIDIA,Tyche (1x NVIDIA GB200 NVL72),NVIDIA Blackwell GPU (GB200),72.0,1000.0,1.114,66.84,1.3368000000000002,,mlperf,estimated_from_mlperf_latency
5.1-0063,Tyche (1x NVIDIA GB200 NVL72),mlperf_training_benchmark,training_benchmark,benchmark_training,NVIDIA,Tyche (1x NVIDIA GB200 NVL72),NVIDIA Blackwell GPU (GB200),72.0,1000.0,1.414,84.83999999999999,1.6967999999999999,,mlperf,estimated_from_mlperf_latency
5.1-0064,Tyche (1x NVIDIA GB200 NVL72),mlperf_training_benchmark,training_benchmark,benchmark_training,NVIDIA,Tyche (1x NVIDIA GB200 NVL72),NVIDIA Blackwell GPU (GB200),72.0,1000.0,3.77,226.2,4.524,,mlperf,estimated_from_mlperf_latency
5.1-0065,Tyche (1x NVIDIA GB200 NVL72),mlperf_training_benchmark,training_benchmark,benchmark_training,NVIDIA,Tyche (1x NVIDIA GB200 NVL72),NVIDIA Blackwell GPU (GB200),8.0,1000.0,4.975,298.5,0.6633333333333333,,mlperf,estimated_from_mlperf_latency
5.1-0066,Tyche (1x NVIDIA GB200 NVL72),mlperf_training_benchmark,training_benchmark,benchmark_training,NVIDIA,Tyche (1x NVIDIA GB200 NVL72),NVIDIA Blackwell GPU (GB200),8.0,1000.0,2.241,134.46,0.2988,,mlperf,estimated_from_mlperf_latency
5.1-0067,Tyche (1x NVIDIA GB200 NVL72),mlperf_training_benchmark,training_benchmark,benchmark_training,NVIDIA,Tyche (1x NVIDIA GB200 NVL72),NVIDIA Blackwell GPU (GB200),8.0,1000.0,8.987,539.22,1.1982666666666666,,mlperf,estimated_from_mlperf_latency
5.1-0068,Tyche (1x NVIDIA GB200 NVL72),mlperf_training_benchmark,training_benchmark,benchmark_training,NVIDIA,Tyche (1x NVIDIA GB200 NVL72),NVIDIA Blackwell GPU (GB200),8.0,1000.0,22.334,1340.04,2.9778666666666664,,mlperf,estimated_from_mlperf_latency
5.1-0069,Tyche (1x NVIDIA GB200 NVL72),mlperf_training_benchmark,training_benchmark,benchmark_training,NVIDIA,Tyche (1x NVIDIA GB200 NVL72),NVIDIA Blackwell GPU (GB200),16.0,1000.0,160.707,9642.42,42.855199999999996,,mlperf,estimated_from_mlperf_latency
5.1-0070,Tyche (4x NVIDIA GB200 NVL72),mlperf_training_benchmark,training_benchmark,benchmark_training,NVIDIA,Tyche (4x NVIDIA GB200 NVL72),NVIDIA Blackwell GPU (GB200),256.0,1000.0,0.837,50.22,3.5711999999999997,,mlperf,estimated_from_mlperf_latency
5.1-0071,Tyche (8x NVIDIA GB200 NVL72),mlperf_training_benchmark,training_benchmark,benchmark_training,NVIDIA,Tyche (8x NVIDIA GB200 NVL72),NVIDIA Blackwell GPU (GB200),512.0,1000.0,1.388,83.28,11.844266666666666,,mlperf,estimated_from_mlperf_latency
5.1-0072,Tyche (8x NVIDIA GB200 NVL72),mlperf_training_benchmark,training_benchmark,benchmark_training,NVIDIA,Tyche (8x NVIDIA GB200 NVL72),NVIDIA Blackwell GPU (GB200),512.0,1000.0,0.466,27.96,3.9765333333333337,,mlperf,estimated_from_mlperf_latency
5.1-0073,D74H-7U,mlperf_training_benchmark,training_benchmark,benchmark_training,Quanta Cloud Technology ,D74H-7U,NVIDIA H200-SXM5-141GB,8.0,700.0,3.959,237.54,0.3695066666666667,,mlperf,estimated_from_mlperf_latency
5.1-0074,D75T-7U,mlperf_training_benchmark,training_benchmark,benchmark_training,Quanta Cloud Technology ,D75T-7U,AMD Instinct MI325X 256GB HBM3E,8.0,,21.631,1297.8600000000001,,,mlperf,estimated_from_mlperf_latency
5.1-0075,AS-4126GS-NBR-LCC,mlperf_training_benchmark,training_benchmark,benchmark_training,Supermicro,AS-4126GS-NBR-LCC,NVIDIA Blackwell GPU (B200-SXM-180GB),8.0,1000.0,6.28,376.8,0.8373333333333334,,mlperf,estimated_from_mlperf_latency
5.1-0076,AS-4126GS-NMR-LCC,mlperf_training_benchmark,training_benchmark,benchmark_training,Supermicro,AS-4126GS-NMR-LCC,AMD Instinct MI355X,8.0,,10.244,614.64,,,mlperf,estimated_from_mlperf_latency
5.1-0077,AS-8126GS-NB3RT,mlperf_training_benchmark,training_benchmark,benchmark_training,Supermicro,AS-8126GS-NB3RT,NVIDIA Blackwell Ultra GPU (B300-SXM-270GB),8.0,,9.478,568.68,,,mlperf,estimated_from_mlperf_latency
5.1-0078,AS-8126GS-TNMR_8xMI325X,mlperf_training_benchmark,training_benchmark,benchmark_training,Supermicro,AS-8126GS-TNMR_8xMI325X,AMD Instinct MI325X 256GB HBM3E,8.0,,21.543,1292.58,,,mlperf,estimated_from_mlperf_latency
5.1-0079,AS-A126GS-TNBR,mlperf_training_benchmark,training_benchmark,benchmark_training,Supermicro,AS-A126GS-TNBR,NVIDIA Blackwell GPU (B200-SXM-180GB),8.0,1000.0,2.317,139.02,0.30893333333333334,,mlperf,estimated_from_mlperf_latency
5.1-0080,SRS-GB300-NVL72-M1 (18x ARS-121GL-NB3),mlperf_training_benchmark,training_benchmark,benchmark_training,Supermicro,SRS-GB300-NVL72-M1 (18x ARS-121GL-NB3),NVIDIA Blackwell Ultra GPU (GB300),72.0,1200.0,1.262,75.72,1.8172800000000002,,mlperf,estimated_from_mlperf_latency
5.1-0081,SYS-422GS-NBRT-LCC,mlperf_training_benchmark,training_benchmark,benchmark_training,Supermicro,SYS-422GS-NBRT-LCC,NVIDIA Blackwell GPU (B200-SXM-180GB),8.0,1000.0,5.907,354.42,0.7876000000000001,,mlperf,estimated_from_mlperf_latency
5.1-0082,SYS-822GS-NB3RT,mlperf_training_benchmark,training_benchmark,benchmark_training,Supermicro,SYS-822GS-NB3RT,NVIDIA Blackwell Ultra GPU (B300-SXM-270GB),8.0,,9.534,572.0400000000001,,,mlperf,estimated_from_mlperf_latency
5.1-0083,AS-8126GS-TNMR,mlperf_training_benchmark,training_benchmark,benchmark_training,Supermicro + MangoBoost,AS-8126GS-TNMR,AMD Instinct MI325X 256GB HBM3E DLC,8.0,,21.319,1279.1399999999999,,,mlperf,estimated_from_mlperf_latency
5.1-0084,HiPerGator NVIDIA DGX B200 (8x B200-SXM-180GB),mlperf_training_benchmark,training_benchmark,benchmark_training,University of Florida,HiPerGator NVIDIA DGX B200 (8x B200-SXM-180GB),NVIDIA Blackwell GPU (B200-SXM-180GB),8.0,1000.0,3.308,198.48,0.44106666666666666,,mlperf,estimated_from_mlperf_latency
5.1-0085,HiPerGator NVIDIA DGX B200 (8x B200-SXM-180GB),mlperf_training_benchmark,training_benchmark,benchmark_training,University of Florida,HiPerGator NVIDIA DGX B200 (8x B200-SXM-180GB),NVIDIA Blackwell GPU (B200-SXM-180GB),128.0,1000.0,1.865,111.9,3.978666666666667,,mlperf,estimated_from_mlperf_latency
5.1-0086,HiPerGator NVIDIA DGX B200 (8x B200-SXM-180GB),mlperf_training_benchmark,training_benchmark,benchmark_training,University of Florida,HiPerGator NVIDIA DGX B200 (8x B200-SXM-180GB),NVIDIA Blackwell GPU (B200-SXM-180GB),16.0,1000.0,6.296,377.76,1.6789333333333334,,mlperf,estimated_from_mlperf_latency
5.1-0087,HiPerGator NVIDIA DGX B200 (8x B200-SXM-180GB),mlperf_training_benchmark,training_benchmark,benchmark_training,University of Florida,HiPerGator NVIDIA DGX B200 (8x B200-SXM-180GB),NVIDIA Blackwell GPU (B200-SXM-180GB),256.0,1000.0,10.024,601.4399999999999,42.76906666666666,,mlperf,estimated_from_mlperf_latency
5.1-0088,HiPerGator NVIDIA DGX B200 (8x B200-SXM-180GB),mlperf_training_benchmark,training_benchmark,benchmark_training,University of Florida,HiPerGator NVIDIA DGX B200 (8x B200-SXM-180GB),NVIDIA Blackwell GPU (B200-SXM-180GB),32.0,1000.0,3.58,214.8,1.9093333333333333,,mlperf,estimated_from_mlperf_latency
5.1-0089,HiPerGator NVIDIA DGX B200 (8x B200-SXM-180GB),mlperf_training_benchmark,training_benchmark,benchmark_training,University of Florida,HiPerGator NVIDIA DGX B200 (8x B200-SXM-180GB),NVIDIA Blackwell GPU (B200-SXM-180GB),448.0,1000.0,147.155,8829.3,1098.7573333333335,,mlperf,estimated_from_mlperf_latency
5.1-0090,HiPerGator NVIDIA DGX B200 (8x B200-SXM-180GB),mlperf_training_benchmark,training_benchmark,benchmark_training,University of Florida,HiPerGator NVIDIA DGX B200 (8x B200-SXM-180GB),NVIDIA Blackwell GPU (B200-SXM-180GB),64.0,1000.0,2.086,125.16,2.2250666666666663,,mlperf,estimated_from_mlperf_latency
5.1-0091,HiPerGator NVIDIA DGX B200 (8x B200-SXM-180GB),mlperf_training_benchmark,training_benchmark,benchmark_training,University of Florida,HiPerGator NVIDIA DGX B200 (8x B200-SXM-180GB),NVIDIA Blackwell GPU (B200-SXM-180GB),72.0,1000.0,54.54,3272.4,65.448,,mlperf,estimated_from_mlperf_latency
5.1-0092,Kinabalu (1x NVIDIA GB200 NVL72),mlperf_training_benchmark,training_benchmark,benchmark_training,Wiwynn,Kinabalu (1x NVIDIA GB200 NVL72),NVIDIA Blackwell GPU (GB200),72.0,1000.0,1.398,83.88,1.6776,,mlperf,estimated_from_mlperf_latency
5.1-0093,Kinabalu (8x NVIDIA GB200 NVL72),mlperf_training_benchmark,training_benchmark,benchmark_training,Wiwynn,Kinabalu (8x NVIDIA GB200 NVL72),NVIDIA Blackwell GPU (GB200),576.0,1000.0,0.43,25.8,4.128,,mlperf,estimated_from_mlperf_latency
