model_name,model_family,task,train_type,n_params,gpu_model,gpu_count,tdp_w,batch_size,precision,estimated_tokens,estimated_flops,duration_seconds,energy_kwh,co2_kg,source,label_quality
synthetic_model,transformer,text-generation,pre-train,70000000000,A100,16,400,64,bf16,50000000000,21000000000000000000000,3633.2326590834577,8.155879698303785,5.284152397236974,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,benchmark_training,760000000,GB200,32,1000,64,fp16,100000000,456000000000000000,36.0,0.45721806276805493,0.24734818775648904,synthetic,simulated_physics_based
synthetic_model,transformer,translation,benchmark_training,13000000000,GB300,4,1200,256,fp32,500000000,39000000000000000000,36.0,0.05504819442787423,0.023154893498185412,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,fine-tune,125000000,H100,16,700,16,fp32,50000000,37500000000000000,36.0,0.17768859106613696,0.07744710672163194,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,benchmark_training,760000000,GB300,2,1200,64,fp16,100000000,456000000000000000,36.0,0.037104558662125364,0.02147178383577426,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,benchmark_training,6700000000,GB300,64,1200,16,fp32,50000000,2010000000000000000,36.0,1.0663310916965218,0.5283783764171379,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,pre-train,125000000,GB200,8,1000,16,bf16,10000000000,7500000000000000000,36.0,0.0958097195119218,0.06069270461678403,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,benchmark_training,13000000000,H100,2,700,64,fp32,500000000,39000000000000000000,36.0,0.0219832100904704,0.016978889409824893,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,pre-train,7000000000,GB200,256,1000,64,fp32,100000000000,4200000000000000000000,36.0,3.9870264194821745,1.682904794288219,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,benchmark_training,1300000000,H100,16,700,512,bf16,100000000,780000000000000000,36.0,0.17716271871699815,0.12610542827654184,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,pre-train,1300000000,GB300,2,1200,256,fp16,50000000000,390000000000000000000,150.43840835773346,0.12508697368422006,0.05391982040293319,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,benchmark_training,2700000000,V100,4,300,16,fp32,100000000,1620000000000000000,36.0,0.014216956480116557,0.007593002885889905,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,pre-train,760000000,V100,64,300,64,fp16,100000000000,456000000000000000000,36.0,0.301070858319435,0.1859467446443886,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,fine-tune,82000000,H100,64,700,64,bf16,1000000000,492000000000000000,36.0,0.6305616187806141,0.5006862987971572,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,benchmark_training,7000000000,T4,32,70,32,fp16,100000000,4200000000000000000,36.0,0.026208940970649075,0.013392710951412755,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,pre-train,7000000000,H100,16,700,64,fp16,50000000000,2100000000000000000000,190.3575390923794,0.8578403355942704,0.5331395765331354,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,benchmark_training,70000000000,GB200,4,1000,512,fp16,50000000,21000000000000000000,36.0,0.051189823024395106,0.019255313334462135,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,pre-train,6700000000,T4,2,70,256,fp16,30000000000,1206000000000000000000,3800.0718985262865,0.2266268536113578,0.16950427053197414,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,pre-train,82000000,H200,64,700,32,fp32,50000000000,24600000000000000000,36.0,0.6073406973448502,0.3042228931560476,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,fine-tune,6700000000,H200,64,700,32,fp32,50000000,2010000000000000000,36.0,0.6500405805057257,0.44038663338261175,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,fine-tune,2700000000,H100,2,700,512,bf16,100000000,1620000000000000000,36.0,0.021630037392722967,0.008712516207299384,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,benchmark_training,760000000,T4,4,70,16,fp32,50000000,228000000000000000,36.0,0.0038895921973946448,0.000861798912108787,synthetic,simulated_physics_based
synthetic_model,transformer,translation,fine-tune,34000000000,H100,128,700,256,fp16,50000000,10200000000000000000,36.0,1.194187912123342,0.6276493804324932,synthetic,simulated_physics_based
synthetic_model,transformer,translation,benchmark_training,355000000,H200,2,700,128,fp32,1000000000,2130000000000000000,36.0,0.015613501749573348,0.003472581956142223,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,fine-tune,6700000000,H100,2,700,128,bf16,50000000,2010000000000000000,36.0,0.02115820392461761,0.008804233010554512,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,benchmark_training,1300000000,V100,1,300,32,bf16,500000000,3900000000000000000,36.0,0.004454990329647916,0.0014678864201894514,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,fine-tune,125000000,B200,1,1000,512,fp16,1000000000,750000000000000000,36.0,0.014114452379095001,0.00354567011401761,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,benchmark_training,2700000000,GB300,4,1200,64,fp32,500000000,8100000000000000000,36.0,0.06577524291864256,0.03831131255251908,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,pre-train,34000000000,GB300,128,1200,64,bf16,50000000000,10200000000000000000000,60.395025259820336,3.7700556802713923,2.9614211412237057,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,benchmark_training,760000000,V100,16,300,64,fp32,1000000000,4560000000000000000,36.0,0.07188446867444889,0.026058073224017212,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,pre-train,2700000000,T4,128,70,512,fp16,30000000000,486000000000000000000,36.0,0.11822591964761252,0.029210530631370416,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,pre-train,2700000000,H200,32,700,32,bf16,10000000000,162000000000000000000,36.0,0.2922027297743982,0.0888227899823393,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,pre-train,13000000000,H100,2,700,16,bf16,30000000000,2340000000000000000000,1959.5817012786338,0.8978726767564944,0.31438629183990774,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,pre-train,7000000000,GB300,128,1200,512,fp32,30000000000,1260000000000000000000,36.0,2.196631585319218,0.8082733009636155,synthetic,simulated_physics_based
synthetic_model,transformer,translation,pre-train,6700000000,H100,16,700,256,bf16,50000000000,2010000000000000000000,197.53297810124684,0.9694065646185303,0.6230745819576965,synthetic,simulated_physics_based
synthetic_model,transformer,translation,pre-train,6700000000,B200,32,1000,256,fp16,50000000000,2010000000000000000000,88.07673889992019,1.0254481365362982,0.35751079623501275,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,benchmark_training,760000000,V100,8,300,32,fp32,100000000,456000000000000000,36.0,0.030671672143815144,0.020080978890140218,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,benchmark_training,760000000,H100,128,700,32,bf16,500000000,2280000000000000000,36.0,1.1980298754311218,0.30993092346480094,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,pre-train,125000000,H100,16,700,16,fp16,10000000000,7500000000000000000,36.0,0.15073048900654262,0.07296607672563753,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,pre-train,13000000000,A100,16,400,8,fp32,30000000000,2340000000000000000000,506.55343024372513,1.170027988189822,0.6663427083882881,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,pre-train,70000000000,GB300,2,1200,512,fp32,100000000000,42000000000000000000000,20483.379572172867,19.357433124459764,4.397668228551287,synthetic,simulated_physics_based
synthetic_model,transformer,translation,pre-train,7000000000,GB300,32,1200,16,fp32,10000000000,420000000000000000000,36.0,0.5190021616473769,0.37051247973293017,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,benchmark_training,125000000,GB200,128,1000,8,bf16,50000000,37500000000000000,36.0,1.829563924236125,0.5447721547297842,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,benchmark_training,355000000,A100,16,400,8,fp32,1000000000,2130000000000000000,36.0,0.0712483619373319,0.03929100276464,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,pre-train,34000000000,H100,256,700,64,fp16,100000000000,20400000000000000000000,99.81205669299672,7.800995101166914,4.253761765708057,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,fine-tune,1300000000,T4,2,70,512,fp32,500000000,3900000000000000000,36.0,0.0018607770233440622,0.0009813181157347223,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,fine-tune,70000000000,V100,4,300,16,fp32,100000000,42000000000000000000,43.97369445950253,0.02302363560940308,0.009938418986213237,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,pre-train,82000000,GB200,128,1000,256,bf16,10000000000,4920000000000000000,36.0,1.4535607350145465,0.5689024179758262,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,benchmark_training,760000000,H200,16,700,256,fp16,100000000,456000000000000000,36.0,0.17051301741428948,0.036483504272890155,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,benchmark_training,1300000000,H100,64,700,8,bf16,100000000,780000000000000000,36.0,0.519268921387251,0.32093015808688213,synthetic,simulated_physics_based
synthetic_model,transformer,translation,benchmark_training,1300000000,A100,2,400,8,fp32,500000000,3900000000000000000,36.0,0.011315771387119537,0.008220717899624462,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,pre-train,7000000000,V100,128,300,256,fp16,50000000000,2100000000000000000000,61.530811024511145,0.8145152012863377,0.24961936368800566,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,pre-train,13000000000,GB300,128,1200,8,bf16,50000000000,3900000000000000000000,36.0,2.2660721292601798,1.5502218551955067,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,benchmark_training,34000000000,H200,1,700,8,fp32,50000000,10200000000000000000,36.0,0.009002063300274742,0.00599400383190686,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,benchmark_training,70000000000,H200,1,700,512,fp32,1000000000,420000000000000000000,854.7832502969064,0.21115075221560456,0.16014821610194718,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,pre-train,1300000000,A100,64,400,256,fp16,50000000000,390000000000000000000,36.0,0.3777114966773117,0.24654201030209782,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,pre-train,6700000000,B200,32,1000,256,fp32,100000000000,4020000000000000000000,239.44921577121858,2.4510275742966177,1.8175147517792314,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,pre-train,7000000000,H200,64,700,512,bf16,10000000000,420000000000000000000,36.0,0.5644911106308571,0.4162071632359021,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,fine-tune,2700000000,H200,32,700,8,fp16,1000000000,16200000000000000000,36.0,0.2899905880182263,0.059883807758950254,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,pre-train,6700000000,T4,8,70,128,fp16,100000000000,4020000000000000000000,3082.564127090075,0.7553737776435916,0.41097072180610833,synthetic,simulated_physics_based
synthetic_model,transformer,translation,pre-train,82000000,H100,16,700,128,fp32,100000000000,49200000000000000000,36.0,0.15858288388150876,0.07438604725974404,synthetic,simulated_physics_based
synthetic_model,transformer,translation,benchmark_training,125000000,T4,8,70,256,fp32,50000000,37500000000000000,36.0,0.00804305167701571,0.0052394426678457244,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,fine-tune,13000000000,GB200,2,1000,16,fp32,100000000,7800000000000000000,36.0,0.029915790437258484,0.02015638861863117,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,pre-train,7000000000,H200,256,700,256,fp16,100000000000,4200000000000000000000,36.0,2.0227726489749136,1.0714977255867066,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,benchmark_training,760000000,GB300,256,1200,16,fp16,100000000,456000000000000000,36.0,4.057390850109507,2.9725358672583795,synthetic,simulated_physics_based
synthetic_model,transformer,translation,fine-tune,125000000,H200,64,700,32,bf16,500000000,375000000000000000,36.0,0.5248301367798353,0.34476426475811495,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,pre-train,1300000000,GB300,4,1200,64,bf16,50000000000,390000000000000000000,77.95177493529297,0.14645673346013763,0.03817740478624231,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,fine-tune,13000000000,GB200,128,1000,32,fp32,1000000000,78000000000000000000,36.0,1.4545683240730842,1.0081846302533646,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,benchmark_training,760000000,GB200,1,1000,32,bf16,1000000000,4560000000000000000,36.0,0.014531211135782483,0.0036155000114440373,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,benchmark_training,6700000000,A100,128,400,8,fp32,500000000,20100000000000000000,36.0,0.7712766892179207,0.592609785822189,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,benchmark_training,125000000,GB300,2,1200,128,fp16,100000000,75000000000000000,36.0,0.03823201276587446,0.024928301190985606,synthetic,simulated_physics_based
synthetic_model,transformer,translation,benchmark_training,6700000000,A100,2,400,64,fp16,1000000000,40200000000000000000,41.96530417464194,0.013881875099943562,0.007427393850054796,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,pre-train,70000000000,V100,32,300,512,bf16,50000000000,21000000000000000000000,2286.8596656121135,8.001636622077987,5.951718388628606,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,fine-tune,70000000000,GB300,256,1200,8,bf16,500000000,210000000000000000000,36.0,3.3966391983627564,1.6344505040688138,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,fine-tune,760000000,V100,64,300,8,bf16,1000000000,4560000000000000000,36.0,0.21660511446545638,0.058762963905366915,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,pre-train,355000000,H200,1,700,8,fp16,50000000000,106500000000000000000,145.15205770182126,0.041574601863208736,0.022866914861649438,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,benchmark_training,2700000000,GB200,4,1000,16,bf16,100000000,1620000000000000000,36.0,0.06324345096949084,0.02687355566350537,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,benchmark_training,355000000,A100,2,400,128,fp16,100000000,213000000000000000,36.0,0.009694383354077811,0.007541585802390937,synthetic,simulated_physics_based
synthetic_model,transformer,translation,pre-train,7000000000,A100,8,400,64,bf16,50000000000,2100000000000000000000,621.6888986771279,0.6112319462549299,0.47793894297896095,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,fine-tune,70000000000,T4,128,70,32,bf16,50000000,21000000000000000000,36.0,0.10186608610014589,0.05422459815308496,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,pre-train,7000000000,B200,16,1000,256,fp16,100000000000,4200000000000000000000,279.7319237850149,1.970122434101014,1.012364565637895,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,fine-tune,1300000000,H100,64,700,512,fp16,1000000000,7800000000000000000,36.0,0.5946171985079812,0.3428175361899762,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,benchmark_training,34000000000,B200,16,1000,256,fp16,1000000000,204000000000000000000,36.0,0.22274514495384803,0.16498617199465163,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,pre-train,1300000000,T4,1,70,128,bf16,30000000000,234000000000000000000,1958.4311226224238,0.047170087332563684,0.014758232386476527,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,pre-train,34000000000,B200,8,1000,256,fp32,30000000000,6120000000000000000000,1100.0418083271759,3.255755122453769,1.3414080203465182,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,benchmark_training,70000000000,V100,1,300,32,fp16,500000000,210000000000000000000,622.0633307383956,0.08227810863064518,0.06514175458633037,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,fine-tune,355000000,V100,16,300,32,bf16,100000000,213000000000000000,36.0,0.06955588113647389,0.0362843693083711,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,pre-train,355000000,B200,256,1000,128,fp16,100000000000,213000000000000000000,36.0,3.692455900868966,1.09876470653297,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,fine-tune,1300000000,B200,2,1000,64,fp32,1000000000,7800000000000000000,36.0,0.031109271844938426,0.0215749751845975,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,pre-train,13000000000,B200,2,1000,512,fp16,10000000000,780000000000000000000,332.66967104133835,0.2894899316720029,0.20832805205143792,synthetic,simulated_physics_based
