row_id,source,split
6095,synthetic,train
5701,synthetic,train
1352,synthetic,train
526,synthetic,train
1368,synthetic,train
9438,synthetic,train
11111,synthetic,train
3489,synthetic,train
8715,synthetic,train
7235,synthetic,train
9000,synthetic,train
3579,synthetic,train
10180,synthetic,train
1999,synthetic,train
490,synthetic,train
10769,synthetic,train
1158,synthetic,train
6022,synthetic,train
7395,synthetic,train
8392,synthetic,train
7360,synthetic,train
6923,synthetic,train
5015,synthetic,train
9235,synthetic,train
1823,synthetic,train
4372,synthetic,train
9318,synthetic,train
3331,synthetic,train
9601,synthetic,train
12016,synthetic,train
9574,synthetic,train
3693,synthetic,train
9046,synthetic,train
9765,synthetic,train
10985,synthetic,train
11384,synthetic,train
5407,synthetic,train
7355,synthetic,train
8112,synthetic,train
8650,synthetic,train
9581,synthetic,train
11750,synthetic,train
3833,synthetic,train
6104,synthetic,train
10999,synthetic,train
9672,synthetic,train
3635,synthetic,train
3100,synthetic,train
7869,synthetic,train
6730,synthetic,train
4552,synthetic,train
10675,synthetic,train
4675,synthetic,train
9538,synthetic,train
7404,synthetic,train
11315,synthetic,train
3874,synthetic,train
2473,synthetic,train
9013,synthetic,train
6063,synthetic,train
9834,synthetic,train
4561,synthetic,train
2371,synthetic,train
6838,synthetic,train
11129,synthetic,train
11591,synthetic,train
9638,synthetic,train
11096,synthetic,train
9950,synthetic,train
10050,synthetic,train
6281,synthetic,train
9890,synthetic,train
9875,synthetic,train
615,synthetic,train
1689,synthetic,train
7208,synthetic,train
8748,synthetic,train
8938,synthetic,train
11389,synthetic,train
592,synthetic,train
9298,synthetic,train
10975,synthetic,train
1224,synthetic,train
8358,synthetic,train
5251,synthetic,train
3541,synthetic,train
8097,synthetic,train
2804,synthetic,train
5621,synthetic,train
6980,synthetic,train
3145,synthetic,train
10105,synthetic,train
2438,synthetic,train
6329,synthetic,train
5161,synthetic,train
5137,synthetic,train
3383,synthetic,train
9880,synthetic,train
1804,synthetic,train
5275,synthetic,train
11668,synthetic,train
8866,synthetic,train
4689,synthetic,train
9138,synthetic,train
6484,synthetic,train
8209,synthetic,train
11628,synthetic,train
5679,synthetic,train
6310,synthetic,train
11678,synthetic,train
11088,synthetic,train
8163,synthetic,train
1821,synthetic,train
5174,synthetic,train
11558,synthetic,train
6348,synthetic,train
1355,synthetic,train
9849,synthetic,train
3547,synthetic,train
10183,synthetic,train
11115,synthetic,train
2865,synthetic,train
1652,synthetic,train
4749,synthetic,train
10630,synthetic,train
1012,synthetic,train
7278,synthetic,train
3997,synthetic,train
11993,synthetic,train
10497,synthetic,train
3475,synthetic,train
6583,synthetic,train
2037,synthetic,train
4373,synthetic,train
2030,synthetic,train
10476,synthetic,train
11933,synthetic,train
3282,synthetic,train
3272,synthetic,train
11203,synthetic,train
5762,synthetic,train
8315,synthetic,train
4607,synthetic,train
4667,synthetic,train
787,synthetic,train
10003,synthetic,train
11548,synthetic,train
2179,synthetic,train
961,synthetic,train
4476,synthetic,train
4559,synthetic,train
11277,synthetic,train
1558,synthetic,train
1612,synthetic,train
3186,synthetic,train
9592,synthetic,train
1547,synthetic,train
5779,synthetic,train
10084,synthetic,train
6117,synthetic,train
11769,synthetic,train
2273,synthetic,train
10557,synthetic,train
4657,synthetic,train
8226,synthetic,train
2407,synthetic,train
5793,synthetic,train
6221,synthetic,train
8799,synthetic,train
6473,synthetic,train
8842,synthetic,train
7565,synthetic,train
8119,synthetic,train
6694,synthetic,train
9419,synthetic,train
1070,synthetic,train
11714,synthetic,train
2333,synthetic,train
8622,synthetic,train
9071,synthetic,train
1145,synthetic,train
1737,synthetic,train
2050,synthetic,train
5480,synthetic,train
2268,synthetic,train
9025,synthetic,train
942,synthetic,train
4155,synthetic,train
7744,synthetic,train
7922,synthetic,train
4551,synthetic,train
317,synthetic,train
11168,synthetic,train
2659,synthetic,train
11982,synthetic,train
11806,synthetic,train
7643,synthetic,train
6337,synthetic,train
6990,synthetic,train
1728,synthetic,train
1676,synthetic,train
8274,synthetic,train
2618,synthetic,train
7127,synthetic,train
4879,synthetic,train
10683,synthetic,train
10426,synthetic,train
9433,synthetic,train
4129,synthetic,train
11763,synthetic,train
4541,synthetic,train
6476,synthetic,train
8724,synthetic,train
9712,synthetic,train
1315,synthetic,train
2541,synthetic,train
9555,synthetic,train
2184,synthetic,train
11092,synthetic,train
1335,synthetic,train
1375,synthetic,train
4196,synthetic,train
3793,synthetic,train
6765,synthetic,train
720,synthetic,train
3292,synthetic,train
4467,synthetic,train
10983,synthetic,train
1712,synthetic,train
2409,synthetic,train
579,synthetic,train
6427,synthetic,train
2182,synthetic,train
8602,synthetic,train
10914,synthetic,train
5582,synthetic,train
12147,synthetic,train
6572,synthetic,train
2389,synthetic,train
5352,synthetic,train
8939,synthetic,train
10854,synthetic,train
1312,synthetic,train
6006,synthetic,train
8988,synthetic,train
4327,synthetic,train
1716,synthetic,train
10570,synthetic,train
621,synthetic,train
12132,synthetic,train
3405,synthetic,train
9769,synthetic,train
6924,synthetic,train
6441,synthetic,train
8621,synthetic,train
6112,synthetic,train
7557,synthetic,train
800,synthetic,train
7281,synthetic,train
10415,synthetic,train
6542,synthetic,train
11083,synthetic,train
1014,synthetic,train
5464,synthetic,train
2263,synthetic,train
2802,synthetic,train
5957,synthetic,train
10880,synthetic,train
5434,synthetic,train
4531,synthetic,train
360,synthetic,train
6932,synthetic,train
861,synthetic,train
10953,synthetic,train
4785,synthetic,train
7434,synthetic,train
1304,synthetic,train
9563,synthetic,train
1817,synthetic,train
1747,synthetic,train
8684,synthetic,train
11284,synthetic,train
6406,synthetic,train
2375,synthetic,train
8711,synthetic,train
878,synthetic,train
5124,synthetic,train
5698,synthetic,train
3656,synthetic,train
1860,synthetic,train
8499,synthetic,train
10823,synthetic,train
1875,synthetic,train
2012,synthetic,train
6026,synthetic,train
2343,synthetic,train
5400,synthetic,train
8877,synthetic,train
9809,synthetic,train
6899,synthetic,train
9230,synthetic,train
935,synthetic,train
2805,synthetic,train
12006,synthetic,train
4259,synthetic,train
11651,synthetic,train
435,synthetic,train
5764,synthetic,train
3869,synthetic,train
11605,synthetic,train
4047,synthetic,train
2485,synthetic,train
7302,synthetic,train
6077,synthetic,train
1386,synthetic,train
9544,synthetic,train
6340,synthetic,train
2701,synthetic,train
1582,synthetic,train
1863,synthetic,train
4470,synthetic,train
9614,synthetic,train
10585,synthetic,train
4325,synthetic,train
11857,synthetic,train
11528,synthetic,train
8784,synthetic,train
4800,synthetic,train
4331,synthetic,train
1767,synthetic,train
1819,synthetic,train
5610,synthetic,train
4679,synthetic,train
12096,synthetic,train
11752,synthetic,train
5245,synthetic,train
2096,synthetic,train
1614,synthetic,train
9873,synthetic,train
5160,synthetic,train
11601,synthetic,train
10151,synthetic,train
4292,synthetic,train
7005,synthetic,train
7469,synthetic,train
8738,synthetic,train
7763,synthetic,train
2511,synthetic,train
1285,synthetic,train
8278,synthetic,train
5809,synthetic,train
9745,synthetic,train
7825,synthetic,train
3657,synthetic,train
573,synthetic,train
7659,synthetic,train
5996,synthetic,train
9522,synthetic,train
8531,synthetic,train
9072,synthetic,train
11472,synthetic,train
3230,synthetic,train
5563,synthetic,train
6069,synthetic,train
4145,synthetic,train
11783,synthetic,train
12162,synthetic,train
6261,synthetic,train
8854,synthetic,train
11525,synthetic,train
5229,synthetic,train
9287,synthetic,train
9159,synthetic,train
9647,synthetic,train
2100,synthetic,train
11156,synthetic,train
12121,synthetic,train
3933,synthetic,train
5433,synthetic,train
10642,synthetic,train
12229,synthetic,train
3580,synthetic,train
2532,synthetic,train
4514,synthetic,train
1107,synthetic,train
5134,synthetic,train
6254,synthetic,train
5983,synthetic,train
5948,synthetic,train
6169,synthetic,train
1677,synthetic,train
10624,synthetic,train
4108,synthetic,train
864,synthetic,train
11693,synthetic,train
2338,synthetic,train
9924,synthetic,train
2571,synthetic,train
4603,synthetic,train
6515,synthetic,train
2242,synthetic,train
459,synthetic,train
745,synthetic,train
3530,synthetic,train
3083,synthetic,train
3505,synthetic,train
10745,synthetic,train
5591,synthetic,train
4009,synthetic,train
7732,synthetic,train
6959,synthetic,train
10053,synthetic,train
3054,synthetic,train
8042,synthetic,train
10071,synthetic,train
8554,synthetic,train
784,synthetic,train
1207,synthetic,train
9529,synthetic,train
10653,synthetic,train
1540,synthetic,train
382,synthetic,train
4626,synthetic,train
5697,synthetic,train
5347,synthetic,train
2562,synthetic,train
11152,synthetic,train
9289,synthetic,train
1265,synthetic,train
3720,synthetic,train
4744,synthetic,train
9257,synthetic,train
11031,synthetic,train
3315,synthetic,train
3826,synthetic,train
12029,synthetic,train
2392,synthetic,train
12215,synthetic,train
5731,synthetic,train
5220,synthetic,train
489,synthetic,train
6421,synthetic,train
4261,synthetic,train
11212,synthetic,train
8686,synthetic,train
7326,synthetic,train
3267,synthetic,train
5988,synthetic,train
4481,synthetic,train
7330,synthetic,train
6840,synthetic,train
6697,synthetic,train
3010,synthetic,train
8213,synthetic,train
5304,synthetic,train
4636,synthetic,train
3204,synthetic,train
6894,synthetic,train
2978,synthetic,train
6985,synthetic,train
7157,synthetic,train
6708,synthetic,train
6287,synthetic,train
8445,synthetic,train
7616,synthetic,train
4421,synthetic,train
10479,synthetic,train
9502,synthetic,train
7147,synthetic,train
10135,synthetic,train
10018,synthetic,train
10789,synthetic,train
10881,synthetic,train
6217,synthetic,train
1277,synthetic,train
5326,synthetic,train
11764,synthetic,train
2188,synthetic,train
610,synthetic,train
9208,synthetic,train
11464,synthetic,train
9294,synthetic,train
7637,synthetic,train
8094,synthetic,train
7548,synthetic,train
824,synthetic,train
1842,synthetic,train
2435,synthetic,train
10593,synthetic,train
8051,synthetic,train
4193,synthetic,train
2967,synthetic,train
12107,synthetic,train
8775,synthetic,train
3795,synthetic,train
11056,synthetic,train
7568,synthetic,train
11718,synthetic,train
3999,synthetic,train
9649,synthetic,train
1081,synthetic,train
2323,synthetic,train
8290,synthetic,train
341,synthetic,train
7914,synthetic,train
2957,synthetic,train
1091,synthetic,train
4086,synthetic,train
6721,synthetic,train
3093,synthetic,train
10458,synthetic,train
11403,synthetic,train
6599,synthetic,train
308,synthetic,train
12002,synthetic,train
8167,synthetic,train
7211,synthetic,train
9485,synthetic,train
4984,synthetic,train
9284,synthetic,train
4355,synthetic,train
2949,synthetic,train
6933,synthetic,train
5310,synthetic,train
6535,synthetic,train
2633,synthetic,train
7552,synthetic,train
3018,synthetic,train
7536,synthetic,train
12036,synthetic,train
5842,synthetic,train
11150,synthetic,train
4140,synthetic,train
12050,synthetic,train
5030,synthetic,train
11262,synthetic,train
5495,synthetic,train
6709,synthetic,train
4205,synthetic,train
9738,synthetic,train
2424,synthetic,train
3146,synthetic,train
11722,synthetic,train
10765,synthetic,train
776,synthetic,train
11294,synthetic,train
11397,synthetic,train
432,synthetic,train
899,synthetic,train
11916,synthetic,train
6503,synthetic,train
1403,synthetic,train
8901,synthetic,train
7592,synthetic,train
10305,synthetic,train
2092,synthetic,train
9007,synthetic,train
6388,synthetic,train
3946,synthetic,train
10226,synthetic,train
12195,synthetic,train
4797,synthetic,train
6220,synthetic,train
7580,synthetic,train
1094,synthetic,train
2746,synthetic,train
9238,synthetic,train
7833,synthetic,train
7531,synthetic,train
5721,synthetic,train
10832,synthetic,train
11270,synthetic,train
325,synthetic,train
5428,synthetic,train
5092,synthetic,train
8400,synthetic,train
2284,synthetic,train
6437,synthetic,train
614,synthetic,train
10280,synthetic,train
6224,synthetic,train
9984,synthetic,train
7527,synthetic,train
6497,synthetic,train
10228,synthetic,train
4828,synthetic,train
3387,synthetic,train
9803,synthetic,train
569,synthetic,train
10676,synthetic,train
6016,synthetic,train
9445,synthetic,train
4614,synthetic,train
7736,synthetic,train
5533,synthetic,train
7653,synthetic,train
10987,synthetic,train
2843,synthetic,train
11363,synthetic,train
3030,synthetic,train
9794,synthetic,train
8429,synthetic,train
8788,synthetic,train
3469,synthetic,train
7019,synthetic,train
4165,synthetic,train
6485,synthetic,train
5900,synthetic,train
11350,synthetic,train
2639,synthetic,train
8633,synthetic,train
11532,synthetic,train
4429,synthetic,train
8359,synthetic,train
3688,synthetic,train
4681,synthetic,train
1361,synthetic,train
6289,synthetic,train
9965,synthetic,train
11699,synthetic,train
3510,synthetic,train
8308,synthetic,train
4400,synthetic,train
3817,synthetic,train
12259,synthetic,train
378,synthetic,train
2282,synthetic,train
4858,synthetic,train
4955,synthetic,train
12212,synthetic,train
10652,synthetic,train
5774,synthetic,train
8882,synthetic,train
5082,synthetic,train
5505,synthetic,train
4533,synthetic,train
6334,synthetic,train
347,synthetic,train
8685,synthetic,train
3642,synthetic,train
9261,synthetic,train
663,synthetic,train
3610,synthetic,train
10281,synthetic,train
6696,synthetic,train
9418,synthetic,train
2501,synthetic,train
9234,synthetic,train
9440,synthetic,train
1287,synthetic,train
11902,synthetic,train
6162,synthetic,train
2696,synthetic,train
5949,synthetic,train
8297,synthetic,train
1538,synthetic,train
7365,synthetic,train
7596,synthetic,train
1685,synthetic,train
6885,synthetic,train
1762,synthetic,train
11946,synthetic,train
10531,synthetic,train
10092,synthetic,train
10550,synthetic,train
938,synthetic,train
8619,synthetic,train
8886,synthetic,train
7041,synthetic,train
5944,synthetic,train
1330,synthetic,train
8212,synthetic,train
2740,synthetic,train
10231,synthetic,train
3652,synthetic,train
1359,synthetic,train
6738,synthetic,train
7793,synthetic,train
678,synthetic,train
7261,synthetic,train
11675,synthetic,train
2207,synthetic,train
3596,synthetic,train
2559,synthetic,train
6813,synthetic,train
6816,synthetic,train
468,synthetic,train
8578,synthetic,train
11126,synthetic,train
10662,synthetic,train
788,synthetic,train
1039,synthetic,train
982,synthetic,train
10799,synthetic,train
2120,synthetic,train
10428,synthetic,train
11728,synthetic,train
10417,synthetic,train
11133,synthetic,train
2252,synthetic,train
2592,synthetic,train
7798,synthetic,train
7950,synthetic,train
5914,synthetic,train
3719,synthetic,train
5756,synthetic,train
5641,synthetic,train
6977,synthetic,train
9331,synthetic,train
4778,synthetic,train
5524,synthetic,train
11846,synthetic,train
10257,synthetic,train
517,synthetic,train
9402,synthetic,train
9341,synthetic,train
10589,synthetic,train
11540,synthetic,train
11655,synthetic,train
3885,synthetic,train
962,synthetic,train
3449,synthetic,train
763,synthetic,train
10834,synthetic,train
8416,synthetic,train
7566,synthetic,train
2508,synthetic,train
632,synthetic,train
4312,synthetic,train
4197,synthetic,train
12130,synthetic,train
4336,synthetic,train
1257,synthetic,train
4592,synthetic,train
10535,synthetic,train
1436,synthetic,train
11881,synthetic,train
811,synthetic,train
4632,synthetic,train
3757,synthetic,train
5409,synthetic,train
5079,synthetic,train
11266,synthetic,train
7182,synthetic,train
8029,synthetic,train
10051,synthetic,train
7470,synthetic,train
10909,synthetic,train
953,synthetic,train
2793,synthetic,train
3703,synthetic,train
1242,synthetic,train
9760,synthetic,train
11551,synthetic,train
4482,synthetic,train
351,synthetic,train
2526,synthetic,train
8863,synthetic,train
8909,synthetic,train
521,synthetic,train
3597,synthetic,train
7759,synthetic,train
8959,synthetic,train
6884,synthetic,train
705,synthetic,train
3815,synthetic,train
2454,synthetic,train
11753,synthetic,train
7135,synthetic,train
3127,synthetic,train
2786,synthetic,train
10242,synthetic,train
5632,synthetic,train
8337,synthetic,train
1428,synthetic,train
4404,synthetic,train
344,synthetic,train
3409,synthetic,train
8286,synthetic,train
1140,synthetic,train
6984,synthetic,train
7651,synthetic,train
1727,synthetic,train
9036,synthetic,train
7187,synthetic,train
10104,synthetic,train
4586,synthetic,train
4304,synthetic,train
4397,synthetic,train
3299,synthetic,train
10870,synthetic,train
6111,synthetic,train
839,synthetic,train
8680,synthetic,train
9093,synthetic,train
5374,synthetic,train
9709,synthetic,train
8391,synthetic,train
4417,synthetic,train
6033,synthetic,train
673,synthetic,train
662,synthetic,train
4688,synthetic,train
2344,synthetic,train
3317,synthetic,train
9248,synthetic,train
424,synthetic,train
10958,synthetic,train
4562,synthetic,train
10117,synthetic,train
9232,synthetic,train
3577,synthetic,train
9877,synthetic,train
4194,synthetic,train
8155,synthetic,train
1594,synthetic,train
9486,synthetic,train
1013,synthetic,train
3324,synthetic,train
966,synthetic,train
3751,synthetic,train
4833,synthetic,train
5128,synthetic,train
3411,synthetic,train
11480,synthetic,train
4059,synthetic,train
4282,synthetic,train
1334,synthetic,train
8125,synthetic,train
3698,synthetic,train
7138,synthetic,train
8280,synthetic,train
7620,synthetic,train
2689,synthetic,train
506,synthetic,train
4075,synthetic,train
5754,synthetic,train
3892,synthetic,train
8076,synthetic,train
2522,synthetic,train
2506,synthetic,train
1095,synthetic,train
692,synthetic,train
5377,synthetic,train
1433,synthetic,train
5741,synthetic,train
4916,synthetic,train
7479,synthetic,train
8171,synthetic,train
11020,synthetic,train
11997,synthetic,train
6009,synthetic,train
9523,synthetic,train
5419,synthetic,train
3667,synthetic,train
2989,synthetic,train
12138,synthetic,train
693,synthetic,train
12142,synthetic,train
9355,synthetic,train
11159,synthetic,train
7288,synthetic,train
7614,synthetic,train
8172,synthetic,train
9856,synthetic,train
4262,synthetic,train
7988,synthetic,train
1592,synthetic,train
7851,synthetic,train
6370,synthetic,train
5562,synthetic,train
1703,synthetic,train
7028,synthetic,train
5255,synthetic,train
4570,synthetic,train
5159,synthetic,train
11733,synthetic,train
6763,synthetic,train
10643,synthetic,train
2829,synthetic,train
10805,synthetic,train
4537,synthetic,train
3926,synthetic,train
6046,synthetic,train
2706,synthetic,train
5244,synthetic,train
3917,synthetic,train
9943,synthetic,train
3432,synthetic,train
1483,synthetic,train
5807,synthetic,train
8745,synthetic,train
804,synthetic,train
1464,synthetic,train
5544,synthetic,train
6331,synthetic,train
11177,synthetic,train
2897,synthetic,train
11875,synthetic,train
5542,synthetic,train
10239,synthetic,train
10844,synthetic,train
10715,synthetic,train
1137,synthetic,train
9993,synthetic,train
456,synthetic,train
11951,synthetic,train
3643,synthetic,train
4639,synthetic,train
8542,synthetic,train
11831,synthetic,train
3257,synthetic,train
7511,synthetic,train
2831,synthetic,train
5922,synthetic,train
11477,synthetic,train
11499,synthetic,train
11749,synthetic,train
4971,synthetic,train
4423,synthetic,train
5238,synthetic,train
8457,synthetic,train
9280,synthetic,train
2942,synthetic,train
6125,synthetic,train
2768,synthetic,train
5450,synthetic,train
1770,synthetic,train
4574,synthetic,train
7227,synthetic,train
1504,synthetic,train
8845,synthetic,train
6390,synthetic,train
10830,synthetic,train
4381,synthetic,train
11475,synthetic,train
5671,synthetic,train
7104,synthetic,train
6537,synthetic,train
514,synthetic,train
5496,synthetic,train
4771,synthetic,train
6955,synthetic,train
10164,synthetic,train
1019,synthetic,train
914,synthetic,train
7550,synthetic,train
3661,synthetic,train
1680,synthetic,train
3304,synthetic,train
3090,synthetic,train
8317,synthetic,train
588,synthetic,train
513,synthetic,train
6958,synthetic,train
4637,synthetic,train
3279,synthetic,train
3289,synthetic,train
2896,synthetic,train
8344,synthetic,train
6747,synthetic,train
3278,synthetic,train
3205,synthetic,train
3919,synthetic,train
8759,synthetic,train
7306,synthetic,train
6156,synthetic,train
2923,synthetic,train
